"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LTB",0,1.36884060124038,0.653,0.299,0,"abTcells","LTB"
"S100A4",0,0.841700417230622,0.828,0.662,0,"abTcells","S100A4"
"TRDC",0,2.36313358854539,0.358,0.037,0,"Unconventional Tcells","TRDC"
"GZMA",0,1.7155002556695,0.741,0.353,0,"Unconventional Tcells","GZMA"
"GZMK",0,1.48173110562695,0.41,0.15,0,"Unconventional Tcells","GZMK"
"CCL5",0,1.45675747390338,0.975,0.507,0,"Unconventional Tcells","CCL5"
"NKG7",0,1.36140353709056,0.801,0.305,0,"Unconventional Tcells","NKG7"
"CCL4",0,1.17895109480882,0.544,0.26,0,"Unconventional Tcells","CCL4"
"HOPX",0,1.16805460577863,0.48,0.207,0,"Unconventional Tcells","HOPX"
"CTSW",0,1.09413442483936,0.528,0.208,0,"Unconventional Tcells","CTSW"
"TRGC2",0,1.07994192631864,0.304,0.127,0,"Unconventional Tcells","TRGC2"
"CST7",0,1.05208373667425,0.706,0.403,0,"Unconventional Tcells","CST7"
"KLRD1",0,0.981504059195873,0.349,0.117,0,"Unconventional Tcells","KLRD1"
"PRF1",0,0.895266051116301,0.382,0.167,0,"Unconventional Tcells","PRF1"
"GZMH",3.97030224495176e-304,1.00114661560912,0.3,0.127,1.04418949042231e-299,"Unconventional Tcells","GZMH"
"CD63",6.01644914602509e-254,0.862911028886132,0.555,0.384,1.5823261254046e-249,"Unconventional Tcells","CD63"
"LITAF",3.49204492169998e-225,0.814346964488682,0.453,0.292,9.18407814407095e-221,"Unconventional Tcells","LITAF"
"CD7",3.91189022527321e-195,0.850639317115503,0.703,0.641,1.02882712924685e-190,"Unconventional Tcells","CD7"
"TYROBP",0,3.12087890735945,0.803,0.063,0,"ILCs","TYROBP"
"GNLY",0,3.08165213970933,0.664,0.129,0,"ILCs","GNLY"
"AREG",0,2.7462192267253,0.499,0.128,0,"ILCs","AREG"
"FCER1G",0,2.64064432128368,0.668,0.054,0,"ILCs","FCER1G"
"KLRC1",0,2.42406858399647,0.562,0.036,0,"ILCs","KLRC1"
"KLRF1",0,2.35659072129061,0.483,0.004,0,"ILCs","KLRF1"
"KLRD11",0,2.1729110690481,0.652,0.13,0,"ILCs","KLRD1"
"TRDC1",0,2.06344714155066,0.64,0.059,0,"ILCs","TRDC"
"NKG71",0,2.04139361967625,0.794,0.354,0,"ILCs","NKG7"
"XCL2",0,1.97185771440057,0.489,0.087,0,"ILCs","XCL2"
"XCL1",0,1.95940736437613,0.431,0.073,0,"ILCs","XCL1"
"CMC1",0,1.91747557968155,0.426,0.125,0,"ILCs","CMC1"
"PRF11",0,1.79891416831938,0.551,0.182,0,"ILCs","PRF1"
"KRT86",0,1.75352106654986,0.358,0.028,0,"ILCs","KRT86"
"KRT81",0,1.67449740757013,0.321,0.009,0,"ILCs","KRT81"
"CTSW1",0,1.65149832756483,0.673,0.234,0,"ILCs","CTSW"
"GZMB",0,1.54898815858937,0.627,0.232,0,"ILCs","GZMB"
"CLIC3",0,1.39283325214529,0.362,0.078,0,"ILCs","CLIC3"
"MATK",0,1.28602761233427,0.411,0.085,0,"ILCs","MATK"
"HOPX1",0,1.27778146721029,0.62,0.23,0,"ILCs","HOPX"
"CD631",2.48855445699409e-232,1.07271767854056,0.724,0.395,6.54489822189445e-228,"ILCs","CD63"
"TMIGD2",1.41011789866244e-228,0.999677181286416,0.365,0.11,3.70861007348221e-224,"ILCs","TMIGD2"
"CCL3",4.58442103617635e-228,2.23855322834323,0.384,0.127,1.20570273251438e-223,"ILCs","CCL3"
"GSTP1",1.10747627579791e-224,1.21054899440655,0.692,0.379,2.91266260534849e-220,"ILCs","GSTP1"
"IL2RB",1.98306072610598e-222,1.17849942912624,0.497,0.204,5.21544970965874e-218,"ILCs","IL2RB"
"IFITM2",2.67955980479243e-209,1.12307698047517,0.817,0.578,7.04724228660408e-205,"ILCs","IFITM2"
"PLAC8",2.05558020634513e-182,1.12839419957059,0.376,0.139,5.40617594268768e-178,"ILCs","PLAC8"
