"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCL5",0,2.50062790338229,0.627,0.135,0,"0","CCL5"
"ID2",0,1.54835872135935,0.657,0.299,0,"0","ID2"
"RGS2",0,1.31819236871449,0.483,0.21,0,"0","RGS2"
"CCL4",3.21925870097185e-32,1.29551461366512,0.108,0.063,8.46665038355597e-28,"0","CCL4"
"ANXA1",0,1.28030460049278,0.834,0.547,0,"0","ANXA1"
"GZMA",6.42667659375945e-281,1.20479672834256,0.214,0.046,1.69021594415874e-276,"0","GZMA"
"AC092580.4",0,1.16967895317058,0.284,0.051,0,"0","AC092580.4"
"S100A4",0,1.16055289827466,0.938,0.64,0,"0","S100A4"
"HOPX",0,1.13891926904378,0.228,0.037,0,"0","HOPX"
"KLRB1",0,1.13518588377522,0.648,0.387,0,"0","KLRB1"
"PHLDA1",6.179618158746e-272,1.11555355606583,0.297,0.103,1.6252395757502e-267,"0","PHLDA1"
"IL32",0,1.06867376788184,0.927,0.704,0,"0","IL32"
"CST7",0,1.05479750672412,0.359,0.114,0,"0","CST7"
"DUSP2",1.46971714114759e-184,1.01015046578101,0.478,0.313,3.86535608121817e-180,"0","DUSP2"
"LMNA",3.80515019472391e-155,0.96299981584173,0.394,0.237,1.00075450121239e-150,"0","LMNA"
"DNAJA1",2.56055466265125e-250,0.955083781201828,0.555,0.354,6.73425876277279e-246,"0","DNAJA1"
"RGCC",9.15007419087869e-136,0.904029162667773,0.613,0.509,2.4064695122011e-131,"0","RGCC"
"FOSB",5.96943384191387e-233,0.884627670652883,0.585,0.41,1.56996110042335e-228,"0","FOSB"
"SH3BGRL3",0,0.878726704590771,0.899,0.752,0,"0","SH3BGRL3"
"CAPG",4.80692424845312e-216,0.858487174557767,0.246,0.086,1.26422107734317e-211,"0","CAPG"
"CCR7",0,1.24270195029512,0.473,0.141,0,"1","CCR7"
"IGJ",7.36572785090078e-66,1.0359654155433,0.379,0.32,1.9371864247869e-61,"1","IGJ"
"SELL",6.69765368922429e-274,0.825690723325991,0.287,0.093,1.76148292026599e-269,"1","SELL"
"RPL39",0,0.694186143274039,0.925,0.772,0,"1","RPL39"
"KLF2",1.16987081157561e-160,0.69015416750445,0.275,0.125,3.07676023444386e-156,"1","KLF2"
"RPS29",0,0.660568708544865,0.98,0.944,0,"1","RPS29"
"RPS27",0,0.652429366149564,0.999,0.999,0,"1","RPS27"
"RPS21",0,0.637397192603535,0.944,0.867,0,"1","RPS21"
"RPL37",0,0.612478287300378,0.973,0.921,0,"1","RPL37"
"RPS28",0,0.597986401111691,0.991,0.981,0,"1","RPS28"
"RPL37A",0,0.594867504832408,0.969,0.917,0,"1","RPL37A"
"RPL38",0,0.594507274239209,0.947,0.874,0,"1","RPL38"
"GAS5",2.72993677144434e-45,0.580986560232553,0.339,0.269,7.17973370889862e-41,"1","GAS5"
"HLA-DRA",7.67516156258462e-101,0.569436253594559,0.261,0.144,2.01856749095976e-96,"1","HLA-DRA"
"TSHZ2",2.41611352223135e-159,0.553493722349656,0.177,0.056,6.35437856346845e-155,"1","TSHZ2"
"RPL34",0,0.542598476466178,0.989,0.973,0,"1","RPL34"
"MT-ND3",2.08179436989856e-246,0.535615862678939,0.884,0.71,5.4751191928332e-242,"1","MT-ND3"
"PASK",0,2.63371385342076,0.984,0.009,0,"2","PASK"
"RPS17",9.92287804638707e-208,0.84623250094577,0.878,0.55,2.6097169261998e-203,"2","RPS17"
"SARAF",6.03821036831429e-160,0.820445126318473,0.818,0.478,1.58804932686666e-155,"2","SARAF"
"TXNIP",1.87079235141681e-64,0.771305231597098,0.496,0.319,4.9201838842262e-60,"2","TXNIP"
"TRBC1",6.79833161593902e-73,0.668721564127491,0.475,0.269,1.78796121499196e-68,"2","TRBC1"
"SELL1",3.21881812872719e-100,0.658936321622106,0.361,0.158,8.46549167855251e-96,"2","SELL"
"PIK3IP1",1.3177922518227e-75,0.542869870382543,0.471,0.259,3.4657936222937e-71,"2","PIK3IP1"
"TSHZ21",7.75756401257702e-70,0.513118170924744,0.231,0.096,2.04023933530776e-65,"2","TSHZ2"
"SNU13",7.93800170230382e-82,0.512262649229256,0.442,0.229,2.08769444770591e-77,"2","SNU13"
