"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LTB",0,1.65437825332986,0.764,0.331,0,"CD4 Tcells","LTB"
"IL7R",0,0.881629459844068,0.566,0.281,0,"CD4 Tcells","IL7R"
"GPR183",0,0.845573990850014,0.49,0.244,0,"CD4 Tcells","GPR183"
"ICOS",0,0.815201031666267,0.311,0.126,0,"CD4 Tcells","ICOS"
"CD8B",0,2.47320838064823,0.667,0.027,0,"CD8 Tcells","CD8B"
"CD8A",0,2.28957906140877,0.716,0.084,0,"CD8 Tcells","CD8A"
"GZMB",0,1.89556431898587,0.555,0.165,0,"CD8 Tcells","GZMB"
"CCL4",0,1.87844319865494,0.645,0.207,0,"CD8 Tcells","CCL4"
"NKG7",0,1.75373569593828,0.84,0.248,0,"CD8 Tcells","NKG7"
"CCL5",0,1.69691045994492,0.962,0.465,0,"CD8 Tcells","CCL5"
"GZMH",0,1.61150052353062,0.396,0.086,0,"CD8 Tcells","GZMH"
"IFNG",0,1.53043090417206,0.374,0.097,0,"CD8 Tcells","IFNG"
"GZMA",0,1.34008092348852,0.763,0.31,0,"CD8 Tcells","GZMA"
"GZMK",0,1.28059745618453,0.383,0.132,0,"CD8 Tcells","GZMK"
"TRGC2",0,1.20855101379451,0.37,0.093,0,"CD8 Tcells","TRGC2"
"CTSW",0,1.17041597012857,0.516,0.18,0,"CD8 Tcells","CTSW"
"KLRD1",0,1.12119897171442,0.361,0.092,0,"CD8 Tcells","KLRD1"
"HLA-DRB1",0,1.11982931099467,0.475,0.232,0,"CD8 Tcells","HLA-DRB1"
"LAG3",0,1.06333400737132,0.373,0.115,0,"CD8 Tcells","LAG3"
"ITM2C",0,1.0003048396303,0.411,0.164,0,"CD8 Tcells","ITM2C"
"HLA-DRA",0,0.979597958246302,0.405,0.247,0,"CD8 Tcells","HLA-DRA"
"HLA-DPB1",0,0.967353252386674,0.493,0.266,0,"CD8 Tcells","HLA-DPB1"
"CST7",0,0.954235134489427,0.673,0.383,0,"CD8 Tcells","CST7"
"HLA-DPA1",0,0.941748470403744,0.463,0.251,0,"CD8 Tcells","HLA-DPA1"
"HOPX",0,0.90285803793278,0.43,0.194,0,"CD8 Tcells","HOPX"
"PRF1",0,0.879787812009254,0.369,0.149,0,"CD8 Tcells","PRF1"
"GZMK1",0,2.4522993926875,0.938,0.168,0,"Double-Negative Tcells","GZMK"
"CST71",1.19183595906459e-94,0.89037772463189,0.697,0.437,3.13452857233987e-90,"Double-Negative Tcells","CST7"
"TRDC",0,3.595105547031,0.902,0.039,0,"gdTcells","TRDC"
"GZMA1",0,2.33836864585225,0.72,0.388,0,"gdTcells","GZMA"
"TRGC1",0,2.12754442368615,0.52,0.048,0,"gdTcells","TRGC1"
"FCER1G",0,1.92571047392788,0.364,0.061,0,"gdTcells","FCER1G"
"CD160",0,1.85814307472769,0.43,0.045,0,"gdTcells","CD160"
"KLRC2",0,1.80727532300969,0.416,0.039,0,"gdTcells","KLRC2"
"TRGC21",0,1.79099313584253,0.519,0.132,0,"gdTcells","TRGC2"
"HOPX1",0,1.69027733895535,0.727,0.22,0,"gdTcells","HOPX"
"CCL51",0,1.62198925446619,0.982,0.547,0,"gdTcells","CCL5"
"TYROBP",0,1.59949532200458,0.36,0.075,0,"gdTcells","TYROBP"
"CD7",0,1.57411563238166,0.919,0.636,0,"gdTcells","CD7"
"CD63",0,1.49450652778811,0.775,0.389,0,"gdTcells","CD63"
"KLRD11",0,1.34283916148064,0.533,0.129,0,"gdTcells","KLRD1"
"TMIGD2",0,1.29625613591394,0.404,0.105,0,"gdTcells","TMIGD2"
"XCL1",0,1.24348096966477,0.303,0.075,0,"gdTcells","XCL1"
"ID3",0,1.22611002533509,0.326,0.09,0,"gdTcells","ID3"
"XCL2",0,1.18500101679847,0.331,0.089,0,"gdTcells","XCL2"
"CTSW1",0,1.13088210345569,0.57,0.234,0,"gdTcells","CTSW"
"NKG71",0,1.0356110184738,0.825,0.348,0,"gdTcells","NKG7"
"GZMB1",8.75961587947144e-292,0.824161407142552,0.587,0.229,2.30377897630099e-287,"gdTcells","GZMB"
"GNLY",1.46154836290412e-270,1.73773466409362,0.393,0.136,3.84387219443783e-266,"gdTcells","GNLY"
"ITGA1",1.28449495029172e-263,0.944658029451387,0.314,0.093,3.37822171926721e-259,"gdTcells","ITGA1"
"PRF11",1.1172283877809e-228,0.886835202150419,0.451,0.182,2.93831065986378e-224,"gdTcells","PRF1"
"SLC16A3",1.51387998325259e-221,0.913766989664968,0.306,0.101,3.98150435595431e-217,"gdTcells","SLC16A3"
"LDLRAD4",3.46423206723191e-207,1.11373098314936,0.415,0.179,9.11093033681992e-203,"gdTcells","LDLRAD4"
"GSTP1",3.23704289875468e-170,0.954943734197962,0.609,0.379,8.51342282372481e-166,"gdTcells","GSTP1"
"CD96",5.95919992299704e-158,0.870357233204681,0.514,0.286,1.56726957974822e-153,"gdTcells","CD96"
"IL2RB",1.00661667181939e-140,0.84756533473261,0.409,0.205,2.64740184688501e-136,"gdTcells","IL2RB"
"ABI3",3.25109412695246e-128,0.879451898909781,0.329,0.151,8.55037755388497e-124,"gdTcells","ABI3"
"CD247",8.54719070632627e-127,0.859394280519087,0.506,0.311,2.24791115576381e-122,"gdTcells","CD247"
"CAPG",1.57297316758202e-121,0.817885082095251,0.408,0.213,4.13691943074072e-117,"gdTcells","CAPG"
"PTPRCAP",2.01064985213775e-67,0.996793964168079,0.307,0.182,5.28800911112229e-63,"gdTcells","PTPRCAP"
"XCL11",0,1.76222268219347,0.434,0.073,0,"NKT cells","XCL1"
"CCL52",0,1.12525028639504,0.955,0.553,0,"NKT cells","CCL5"
"GNLY1",1.75125934224561e-284,1.74576660787946,0.437,0.137,4.60581207010595e-280,"NKT cells","GNLY"
"KLRD12",1.12616424928272e-269,1.26656923010607,0.433,0.137,2.96181197561356e-265,"NKT cells","KLRD1"
"NKG72",2.2501146137119e-247,1.33491284758855,0.722,0.357,5.91780143406229e-243,"NKT cells","NKG7"
"XCL21",1.66697095914829e-245,1.24132525968796,0.334,0.092,4.38413362256e-241,"NKT cells","XCL2"
"HOPX2",7.6256465110082e-221,1.14960902308267,0.547,0.232,2.00554503239516e-216,"NKT cells","HOPX"
"GZMB2",2.57965003765567e-177,1.07185825994102,0.526,0.235,6.78447959903441e-173,"NKT cells","GZMB"
"CTSW2",1.91594249837521e-158,0.983333187521972,0.509,0.24,5.0389287707268e-154,"NKT cells","CTSW"
"PRF12",5.9727921742073e-143,1.16868884299427,0.414,0.186,1.57084434181652e-138,"NKT cells","PRF1"
"GZMH1",6.43251192439742e-124,1.27590221132464,0.336,0.143,1.69175063611652e-119,"NKT cells","GZMH"
"GZMA2",2.46810857730108e-100,0.903531370063567,0.655,0.394,6.49112555830184e-96,"NKT cells","GZMA"
